Unnamed: 0,Comment,id,date,Pos,Neg,Neu,Car brand,sentiment_score
1067,You're sitting ? You're sat you meant ?,"
 @Oreo-kq6ov
 ",2 years ago,0.0,0.0,1.0,BMW X3,1
1068,The alfa beats the others. So what is this shit going on here?,"
 @pikende
 ",2 years ago (edited),0.0,0.262,0.738,BMW X3,1
1069,Yanny always cheat. BMW started rolling.,"
 @guillermoapellido8836
 ",10 months ago,0.0,0.375,0.625,BMW X3,1
1070,GLC 63s?,"
 @challis2009
 ",2 years ago,0.0,0.0,1.0,BMW X3,3
1071,Where is the MB GLC 63s?,"
 @klipprand
 ",2 years ago,0.0,0.0,1.0,BMW X3,1
1072,Where is the king of this category Amg Glc 63s?,"
 @albinhetemi1188
 ",2 years ago,0.0,0.0,1.0,BMW X3,1
1073,RANGE ROVER SVR VS BMW X6M VS PORSCHE CAYENNE HYBRID,"
 @Joy-lx4zk
 ",2 years ago,0.0,0.0,1.0,BMW X3,5
1074,Nobody with decent IQ buys the Alfa,"
 @35indepth35
 ",2 years ago,0.0,0.0,1.0,BMW X3,2
1075,Bmw x5m VS a BMW x5m50d,"
 @fayazpatel2143
 ",2 years ago,0.0,0.0,1.0,BMW X3,5
1076,Mat Watson review 6th generation Chevrolet Camaroz ZL1,"
 @zayniddinmutalov3858
 ",2 years ago,0.0,0.0,1.0,BMW X3,5
1077,"Alfa Bmw same hp, Alfa lighter than Bmw, why did BMW win? something does not convince me","
 @massimilianobaldoni4624
 ",1 year ago,0.185,0.085,0.73,BMW X3,3
1078,"No need to watch the video, any car Matt is sitting will win obviously ","
 @Shamekhane1
 ",2 years ago,0.211,0.122,0.667,BMW X3,5
1079,,"
 @chintetshing1668
 ",11 months ago,0.0,0.0,0.0,BMW X3,4
1080,911 turbo s vs Ferrari sf90,"
 @gregmadeja817
 ",2 years ago,0.0,0.0,1.0,BMW X3,5
1081,Svj vs sf90,"
 @arhammohammed4909
 ",2 years ago,0.0,0.0,1.0,BMW X3,5
1082,"Buy the Porsche, Add intercooler, intake, exhaust, and stage 1 tune, and save 5k over the BMW. Destroy everything.","
 @tylerwelker
 ",10 months ago,0.134,0.238,0.628,BMW X3,1
1083,GLC 63 S AMG?,"
 @Ivan_-
 ",2 years ago,0.0,0.0,1.0,BMW X3,3
1084,"its not fair! BMW is already the heaviest of these three cars, why have yanni in it he should be in the alfa or porsche to balance the weight a bit. come on!","
 @kornypony
 ",2 years ago,0.0,0.076,0.924,BMW X3,2
1085,wheres the f pace svr?,"
 @esteban75lover23
 ",2 years ago,0.0,0.0,1.0,BMW X3,3
1086,Bmw,"
 @Ali-qi1ts
 ",2 years ago,0.0,0.0,1.0,BMW X3,5
1087,Porsche all the way!,"


@CrashedCarChannel


 
 @CrashedCarChannel
 








",2 years ago,0.0,0.0,1.0,BMW X3,5
1088,"Porsche sounds like it has a broken mic, BMW maybe is in a thinderstorm but alfa, alfa is Italian beast.","
 @vasilbalakchiev5896
 ",10 months ago,0.088,0.104,0.808,BMW X3,1
1089,Get lord aleems chiron in here,"
 @mufcgamer07
 ",2 years ago,0.0,0.0,1.0,BMW X3,5
1090,Mazda 6 tourer please,"
 @yusufraza7529
 ",2 years ago,0.535,0.0,0.465,BMW X3,5
1091,BMW is king,"
 @nikolayargirov1729
 ",2 years ago,0.0,0.0,1.0,BMW X3,5
1092,"Clearly BMW power figures are total BS, no way it's the same HP as the Alfa. Probably 550hp/650Nm","
 @minusinfinity6974
 ",2 years ago,0.129,0.105,0.766,BMW X3,1
1093,The Alfa sounds like a boosted VY holden MANG MANG MANG MANG MANG MANG MANG,"
 @N4CR5
 ",2 years ago,0.294,0.0,0.706,BMW X3,3
1094,Chase is a race ️,"
 @karlfranks35
 ",2 years ago,0.0,0.0,1.0,BMW X3,5
1095,Alfa won,"
 @Oscar-tm9cy
 ",1 year ago,0.787,0.0,0.213,BMW X3,5
1096,"Well, without starting the race, I know who won the ugliest car contest...","
 @weed46
 ",2 years ago,0.312,0.204,0.484,BMW X3,1
1097,yianni cheated if u watch at 0.25 speed minute 4.47 u can see that he launched before the hands were down,"
 @leonitdervishaj2433
 ",2 years ago,0.069,0.151,0.78,BMW X3,1
1098,ever jump start for bmw,"
 @gianlucavezzu8618
 ",6 months ago (edited),0.0,0.0,1.0,BMW X3,5
1099,e46 best car,"
 @axentezenogheorghe3536
 ",1 year ago,0.677,0.0,0.323,BMW X3,5
1100,"Let's be honest 
The video's aren't sweet without yanii","
 @Vtoldude
 ",2 years ago,0.258,0.194,0.548,BMW X3,3
1101,🇮🇹,"
 @gaetanopolichetti3764
 ",2 years ago,0.0,0.0,1.0,BMW X3,5
1102,Toyota Prado gx review pls,"
 @eamonnixon9571
 ",2 years ago,0.245,0.0,0.755,BMW X3,4
1103,🇮🇹,"
 @allitalianmotors3716
 ",1 year ago,0.0,0.0,1.0,BMW X3,5
1104,Sound: Porsche,"
 @wjperdue
 ",2 years ago,0.0,0.0,1.0,BMW X3,4
1105,That Alfa looks so uncomfortable mats bopping up and down everywhere,"
 @nickbarnett1942
 ",2 years ago,0.0,0.252,0.748,BMW X3,1
1106,Mat all BMW  engine are brilliant,"
 @majdjaafar7233
 ",1 year ago,0.432,0.0,0.568,BMW X3,5
1107,Tesla Model X Performance,"
 @imprezaaudi
 ",2 years ago,0.0,0.0,1.0,BMW X3,5
1108,M power,"
 @muhammedwaheed6306
 ",2 years ago,0.0,0.0,1.0,BMW X3,5
1109,Stelvio.,"
 @chrismagnoli4155
 ",1 year ago,0.0,0.0,1.0,BMW X3,5
1110,Why is there no subaru outback review,"
 @vojinkrizan4793
 ",2 years ago,0.0,0.268,0.732,BMW X3,1
1111,The car has 3 wheels lollll,"
 @hintixmotivation5852
 ",1 year ago,0.0,0.0,1.0,BMW X3,3
1112,Alfa romeo,"
 @theotheo143
 ",2 years ago,0.0,0.0,1.0,BMW X3,5
1113,Alfa win,"
 @leolopez203
 ",1 year ago,0.792,0.0,0.208,BMW X3,5
1114,No more “I’m sat....”,"
 @SuperMacmac74
 ",2 years ago,0.0,0.423,0.577,BMW X3,5
1115,BMW is king,"
 @eddyvanderstraeten2522
 ",1 year ago,0.0,0.0,1.0,BMW X3,5
1116,BMW i 4 vs audi a4,"
 @ruv7482
 ",2 years ago,0.0,0.0,1.0,BMW X3,5
1117,️,"
 @polsaggio
 ",2 years ago,0.0,0.0,0.0,BMW X3,4
1118,BMW the best,"
 @happiness2901
 ",2 years ago,0.677,0.0,0.323,BMW X3,5
1119,where is glc63s???,"
 @wiktork861
 ",1 year ago,0.0,0.0,1.0,BMW X3,1
1120,bmw lover,"
 @rkchannel4042
 ",1 year ago,0.792,0.0,0.208,BMW X3,5
1121,Besser für Euch.....kauft euch ein Dreirad..... ️,"
 @pitmarkovic4545
 ",1 year ago,0.0,0.0,1.0,BMW X3,3
1122,Yani was wrong  for all of them  I hope  I'm saying his name right,"
 @kencrowley9583
 ",2 years ago,0.171,0.182,0.647,BMW X3,1
1123,Please go back to saying you're SAT in it!!,"
 @robarakira
 ",2 years ago,0.265,0.0,0.735,BMW X3,1
1124,Go on bimmmaaa,"
 @urimkuka3095
 ",2 years ago,0.0,0.0,1.0,BMW X3,3
1125,where is the glc 63 cupe mattttt ,"
 @aloishy5336
 ",2 years ago,0.0,0.0,1.0,BMW X3,3
1126,Wind noise anyone?,"
 @zacharyquinton1198
 ",2 years ago,0.0,0.0,1.0,BMW X3,1
1127,"What is the point of this, zero driver skill, they don't even put them in manual mode! Is this what driving is about ","
 @gr182
 ",1 year ago,0.0,0.0,1.0,BMW X3,1
1128,GREAT BANTER,"
 @Bmwbroo
 ",2 years ago,0.804,0.0,0.196,BMW X3,5
1129,what will happen in the track,"
 @jasonjiao1106
 ",1 year ago,0.0,0.0,1.0,BMW X3,5
1130,Where the Aston Martin ???,"
 @isthatjayyt2315
 ",2 years ago,0.0,0.0,1.0,BMW X3,1
1131,money doesn’t buy skills,"
 @aminshabestari6690
 ",2 years ago,0.0,0.0,1.0,BMW X3,1
1132,lamborghini aventador svj vs tesla model s performance,"
 @sattarsapata2357
 ",2 years ago,0.0,0.0,1.0,BMW X3,5
1133,BMW is good,"
 @hirunwithsomething6051
 ",1 year ago,0.592,0.0,0.408,BMW X3,4
1134,Dont mess with a BMW,"
 @erdiasllani4999
 ",2 years ago,0.413,0.0,0.587,BMW X3,1
1135,Pk le BMW perd mais le deuxième rune io gagne,"
 @rayenhathroubi3694
 ",1 year ago,0.0,0.0,1.0,BMW X3,3
1136,Alfa won sound check,"
 @pheyehalesley4842
 ",2 years ago,0.552,0.0,0.448,BMW X3,1
1137,Only for Drag is good the bmw for circuit the Stelvio is way faster,"
 @armando1294
 ",2 months ago,0.173,0.113,0.714,BMW X3,3
1138,And where is f pace svr?? Puppies are scared of Lion?!,"
 @iraklikh6619
 ",2 years ago,0.0,0.293,0.707,BMW X3,1
1139,,"
 @V_SHASHULA
 ",1 month ago,0.0,0.0,0.0,BMW X3,4
1140,перевод пожалуйста,"
 @timeplay1514
 ",10 months ago,0.0,0.0,1.0,BMW X3,3
1141,I watch this channel for their accents.,"
 @jiffjifferson5365
 ",2 years ago,0.0,0.0,1.0,BMW X3,5
1142,BMWe34 vs MERCEDES W 124,"
 @bcggfhfsbvg1571
 ",2 years ago,0.0,0.0,1.0,BMW X3,5
1143,BMW is lying about the HP.,"
 @dbernf8
 ",2 years ago,0.0,0.405,0.595,BMW X3,1
1144,So what happened... Yianni cheated AGAIN!!,"
 @den_525
 ",2 years ago,0.0,0.437,0.563,BMW X3,1
1145,Non vale niente per dritto la gara si deve fare nelle curve e vedrai la differenza l'Alfa Romeo è la più grande,"
 @gaetanolerose324
 ",6 months ago,0.0,0.0,1.0,BMW X3,1
1146,“Twice and then some” made me cringe.,"
 @ESPlover707
 ",2 years ago,0.0,0.0,1.0,BMW X3,2
1147,6:12 Oh this is cute~,"
 @ricemagician
 ",2 years ago,0.0,0.0,1.0,BMW X3,5
1148,Bmw best!!!!!!!,"
 @darksilence5791
 ",2 years ago,0.0,0.0,1.0,BMW X3,5
1149,Wow m competition lol,"
 @mattevers632
 ",2 years ago,0.868,0.0,0.132,BMW X3,5
1150,Wow,"
 @jonhym3020
 ",2 years ago,1.0,0.0,0.0,BMW X3,5
1151,Wow,"
 @formacar3124
 ",2 years ago,1.0,0.0,0.0,BMW X3,5
1152,"Oh no, Yanni again :(","
 @jeczybula
 ",2 years ago,0.0,0.63,0.37,BMW X3,1
1153,,"
 @lokiafshar5830
 ",2 years ago,0.0,0.0,0.0,BMW X3,4
1154,F pace svr is missing and would've left everything behind,"
 @jordanblake2359
 ",2 years ago,0.0,0.216,0.784,BMW X3,2
1155,BMW,"
 @doppalapudikrishnaprasad5547
 ",1 year ago,0.0,0.0,1.0,BMW X3,5
1156,"Stelvio
Stelvio Kontos,
Stelvio
Stelvio Kontos.","
 @emmanuel8723
 ",2 years ago,0.0,0.0,1.0,BMW X3,5
1157,Old diesels,"
 @yhshah21
 ",2 years ago,0.0,0.0,1.0,BMW X3,5
1158,Bmw fanboys jizzing all over ,"
 @stevequinn70
 ",2 years ago,0.0,0.0,1.0,BMW X3,5
1159,BMW gang,"
 @adrianludick7544
 ",2 years ago,0.0,0.0,1.0,BMW X3,5
1160,"Yani, or whatever his name is, and who ever he is, has to go! This channel should have only true petrol heads on it, not this nonsense.","
 @DriftKr6l
 ",2 years ago (edited),0.185,0.0,0.815,BMW X3,1
1161,No way that ridiculous BMW has 510 bhp. Definitely more. Typical BMW lie lessening their BHP.,"
 @silisur
 ",2 years ago,0.132,0.23,0.637,BMW X3,2
1162,Yianni ,"
 @muhammedsoulieman9248
 ",2 years ago,0.0,0.0,1.0,BMW X3,3
1163,Yiani makes car bad doesnt launch good,"
 @juan-wl7ic
 ",1 year ago,0.0,0.542,0.458,BMW X3,1
1164,3.54 wtf is that,"
 @urospapic4139
 ",2 years ago,0.0,0.559,0.441,BMW X3,3
1165,BMW POWER Сила,"
 @ES-bm3pi
 ",1 year ago,0.0,0.0,1.0,BMW X3,5
1166,Yeah... but can you drive a bmw and have friends? Not really.,"
 @AKLumps907
 ",1 year ago,0.293,0.0,0.707,BMW X3,3
1167,I have an x4m,"
 @yaqubelasmar7441
 ",7 months ago,0.0,0.0,1.0,BMW X3,5
1168,Dont joke with BMW,"
 @omarabdel-aziz683
 ",2 years ago,0.0,0.386,0.614,BMW X3,1
1169,Stelvio,"
 @ovidionavarrodelgado4743
 ",1 year ago,0.0,0.0,1.0,BMW X3,4
1170,And we say bye bye ,"
 @sgneher
 ",2 years ago,0.0,0.0,1.0,BMW X3,5
1171,"M Power , Thx","
 @mati7637
 ",2 years ago,0.714,0.0,0.286,BMW X3,5
1172,4:0 BMW,"
 @sprinter1313
 ",1 year ago,0.0,0.0,1.0,BMW X3,4
1173,Italian do it batter,"
 @giacomovolani7826
 ",1 year ago,0.0,0.0,1.0,BMW X3,3
1174,porsche,"
 @ArchRayan
 ",1 year ago,0.0,0.0,1.0,BMW X3,5
1175,But Yannie.. thats a retired persons car so you can have the high and easy step in with your arthritis.. Not good for your image leave it to Matt...,"
 @KJohansson
 ",2 years ago,0.116,0.133,0.752,BMW X3,2
1176,He doesn’t know how to drive the x4 is faster than both I’ve seen other threads on YouTube beat a track hawk,"
 @TheDdadyyo
 ",6 months ago,0.0,0.0,1.0,BMW X3,2
1177,Skip to 3:48 you’re welcome.,"
 @fazer12779
 ",2 years ago,0.429,0.0,0.571,BMW X3,1
1178,Cool,"
 @smescharius
 ",2 years ago,1.0,0.0,0.0,BMW X3,5
1179,"From 0-62 mph the Alfa Romeo Stelvio  runs 3.8 seconds while the BMW x4 m competition only 4.1 seconds.  So you lied!    And the alfa doesn't have a launch control and still faster.   Which means that after around 62 mph it is even faster than a bmw.     And as for the Porsche. : That is no match for the Alfa.   

And when going on a track. : The alfa beats its rivals even more........  It has made nurburgring world record if you may forget...","
 @pikende
 ",2 years ago (edited),0.0,0.066,0.934,BMW X3,2
1180,PorschEEE!! Not porsch,"
 @atikac
 ",2 years ago,0.0,0.0,1.0,BMW X3,1
1181,Macan=maung,"
 @sendialpin3591
 ",2 years ago,0.0,0.0,1.0,BMW X3,3
1182,God pls save the children...,"
 @ManojKumar-wi9en
 ",1 year ago,0.767,0.0,0.233,BMW X3,5
1183,Can’t rank exhaust check. Your mic didn’t have a filter it appears. Way to distorted,"
 @StayingAlpha
 ",10 months ago,0.0,0.29,0.71,BMW X3,1
1184,"What? Ferrari, daaaah","
 @krzysztofl6766
 ",2 years ago,0.0,0.0,1.0,BMW X3,1
1185,"I didn't watch the video, I came here to make a comment about a 12 minute video for a race that lasted a few seconds. Enough with the Hollywood production and endless blathering in so many videos on youtube; just show the content.","
 @ssjlkrillin
 ",2 years ago,0.0,0.0,1.0,BMW X3,2
1186,Don’t understand how the 911 turbo wins everything but the macan was big time loser here,"
 @starsky101
 ",2 years ago,0.112,0.22,0.668,BMW X3,1
1187,Cars are CHEAP in the uk goddamn,"
 @christianassy8663
 ",8 months ago,0.0,0.341,0.659,BMW X3,1
1188,🇮🇹🇮🇹🇮🇹,"
 @sandrosardo86
 ",3 months ago,0.0,0.0,1.0,BMW X3,5
1189,X4 ok,"
 @ongduongbui4781
 ",1 year ago,0.688,0.0,0.312,BMW X3,4
1190,Alfa,"
 @giuseppedicori3616
 ",1 month ago,0.0,0.0,1.0,BMW X3,5
1191,Offffff course its Yanni,"
 @kupamupangavanhu9585
 ",2 years ago,0.0,0.0,1.0,BMW X3,3
1192,BMW kilacc,"
 @shuhratpolatov7645
 ",2 years ago,0.0,0.0,1.0,BMW X3,5
1193,The BMW sounded the best for me,"
 @andilebuthelezi6753
 ",2 years ago,0.412,0.0,0.588,BMW X3,5
1194,lambo one day lambo evry day,"
 @watzegjemedaarnouvan
 ",2 years ago,0.0,0.0,1.0,BMW X3,1
1195,,"
 @traciayulanda1461
 ",2 years ago,0.0,0.0,0.0,BMW X3,4
1196,Yanni ' crap start' annapoulis.,"
 @playtime5234
 ",2 years ago,0.0,0.464,0.536,BMW X3,1
1197,4:45,"
 @mahmoudbinahmed4050
 ",2 years ago,0.0,0.0,1.0,BMW X3,4
1198,He cant drive like the rest,"
 @MrAmin1983
 ",2 years ago,0.0,0.297,0.703,BMW X3,4
1199,BMW- Sometimes its good sometimes its shit,"
 @ameydevji5654
 ",2 years ago,0.252,0.313,0.435,BMW X3,3
1200,S58 what else,"
 @nicolafranzoso
 ",2 years ago,0.0,0.0,1.0,BMW X3,1
1201,BMW X4 m,"
 @yawmathew6134
 ",1 year ago,0.0,0.0,1.0,BMW X3,5
1202,PorschE EEEE not Porsch same as ud say Maserat or Lamborghin or Alf,"
 @blaubeerprinz5291
 ",2 years ago,0.0,0.0,1.0,BMW X3,3
1203,Alpha Romayor sounds better,"
 @anonymoussmallwood600
 ",1 year ago,0.492,0.0,0.508,BMW X3,3
1204,"Mat Watson after doing sex 
so what exactly happened","
 @mightys5853
 ",2 years ago,0.0,0.0,1.0,BMW X3,5
1205,22 seconds and then it was a thumbs down.,"
 @Bigbry8888
 ",2 years ago,0.0,0.0,1.0,BMW X3,1
1206,Alfa sounds better,"
 @1themorenito
 ",1 year ago,0.592,0.0,0.408,BMW X3,3
1207,"this Yanni guy is so nasty, sad he's so rich, tells you something about society","
 @collller
 ",2 years ago,0.163,0.335,0.502,BMW X3,5
1208,"BMW X3M I drove has the absolute worst turbo lag I’ve ever driven in any BMW, no power whatsoever below 3000rpm and it sounded like a cheap Ford V6 from yesteryear.","
 @fields1
 ",2 years ago (edited),0.069,0.24,0.691,BMW X3,1
1209,3:50,"
 @luckyhack5056
 ",2 years ago,0.0,0.0,1.0,BMW X3,3
1210,"Macan’s AC is pure rubbish 
Crazy for me how hard to make a cold AC? 
Toyota had it since forever, just give them a call","
 @MnMnBahr.
 ",1 year ago,0.0,0.153,0.847,BMW X3,1
1211,Porsche,"
 @ngwakoramatsoma4718
 ",2 years ago,0.0,0.0,1.0,BMW X3,5
1212,"I reckon, that porsche with a stage 1 tune would beat the alfa","
 @td13x36
 ",2 years ago,0.0,0.0,1.0,BMW X3,4
1213,🇮🇹🇮🇹🇮🇹🇮🇹🇮🇹🇮🇹🇮🇹🇮🇹,"
 @brahim374
 ",1 year ago,0.0,0.0,1.0,BMW X3,5
1214,Я ОДИН ТУТ С РУССКОГО КАНАЛА,"
 @boys_top8861
 ",2 years ago,0.0,0.0,1.0,BMW X3,5
1215,🇮🇹 ,"
 @fi6970
 ",1 year ago,0.0,0.0,1.0,BMW X3,5
1216,BMW,"
 @user-tr5wu2bq6l
 ",2 years ago,0.0,0.0,1.0,BMW X3,5
1217,team German,"
 @yangriq38
 ",2 years ago,0.0,0.0,1.0,BMW X3,4
1218,BMW all day every day. None of those cars stood a chance from the beginning again see the M competition package,"
 @evanboone2553
 ",1 year ago,0.1,0.0,0.9,BMW X3,5
1219,BMW >>>>>>>>> ALFA,"
 @vittoriocr7
 ",1 year ago,0.0,0.0,1.0,BMW X3,5
1220,Bmw.,"
 @FireNRelax
 ",2 years ago,0.0,0.0,1.0,BMW X3,5
1221,how many times have u said there is a pinned comment and there isnt,"
 @jeffayoe7468
 ",1 year ago,0.0,0.0,1.0,BMW X3,1
1222,Bmw m power,"
 @davideesposito7813
 ",1 year ago,0.0,0.0,1.0,BMW X3,5
1223,Still much rather have the Alfa then that nasty sounding bmw turbo engine,"
 @deeknorville4198
 ",2 years ago,0.0,0.231,0.769,BMW X3,3
1224,"while i guess at this rate the way a BMW suv looks is a signature, it's still really ugly.","
 @cael8948
 ",2 years ago,0.0,0.193,0.807,BMW X3,3
1225,Yianni cheated TWICE,"
 @rforracing
 ",2 years ago,0.0,0.623,0.377,BMW X3,1
1226,Bmw mi live,"
 @user-bf2ij7ev9g
 ",2 years ago,0.0,0.0,1.0,BMW X3,5
1227,X4 and x6 look so bad,"
 @rajasultan7473
 ",2 years ago,0.0,0.473,0.527,BMW X3,1
1228,your grammar is improved “ I’m sitting “,"
 @balamuhamad8195
 ",2 years ago (edited),0.383,0.0,0.617,BMW X3,5
1229,Porsche,"
 @ingoappel6490
 ",10 months ago,0.0,0.0,1.0,BMW X3,5
1230,Yianni is one arrogant guy... who doesn't know what engine their car has? i dunno just looks expensive that's all that matters...,"
 @tomforrest7814
 ",10 months ago,0.0,0.138,0.862,BMW X3,1
1231,BMW IS BMW ,"
 @tanujgurjar4793
 ",1 year ago,0.0,0.0,1.0,BMW X3,5
1232,"Did you seriously use that ""Oh no"" song? Since when is your audience below the age of 10?","
 @anabang1251
 ",2 years ago,0.0,0.21,0.79,BMW X3,1
1233,Porsche slow asf lmaooo,"
 @shithead4767
 ",2 years ago,0.0,0.0,1.0,BMW X3,2
1234,"Alride we’re are watching the vans racing. Whence upon iwas a small chile wedid say alride a van is slow. Iam please to askyou Mad, in more sophisticated countries like southafrica so forth wedo use the metric system. Suchwhat as power in kW, torque in Nm, distance and speed in km/h. Please push suchwhat numbers for us. I can do the calculations for you every time. Most countries in the world are using such advanced metric denominations so ido understand that England still has the same queen for many years hens you won’t change bud perhaps speak to her and she will acquiesce and say goahed Mattie.","
 @vpanday1977
 ",2 years ago,0.116,0.028,0.856,BMW X3,5
1235,"How can it be possible, same horse power, Alfa 140 kg lighter, and BMW is faster? This is a joke, next time be more realistic when you re marketing BMW","
 @user-xh2xt3cc6j
 ",2 years ago,0.073,0.0,0.927,BMW X3,1
1236,Except for Porche every other one in here is ugly !,"
 @thrissurdiary9583
 ",2 years ago,0.0,0.285,0.715,BMW X3,1
1237,German Engineering,"
 @Multigamer9555
 ",2 years ago,0.0,0.0,1.0,BMW X3,4
1238,BMW >>>>>>>> ALFA,"
 @andrewghiehh474
 ",11 months ago,0.0,0.0,1.0,BMW X3,5
1239,bmw fan boys LOL,"
 @AMDVVS
 ",2 months ago,0.745,0.0,0.255,BMW X3,5
1240,Bmw,"
 @moolassupermarket4278
 ",2 years ago,0.0,0.0,1.0,BMW X3,5
1241,Bmw,"
 @sashwathsantosh8840
 ",1 year ago,0.0,0.0,1.0,BMW X3,5
1242,"Matt, can you please cut the intros down. I’m constantly skipping 4+ minutes of the video just see to the race","
 @PHONEJACKER991
 ",2 years ago,0.098,0.09,0.812,BMW X3,1
1243,I always watch this show on mute,"
 @rayanalawi7251
 ",8 months ago,0.0,0.0,1.0,BMW X3,5
1244,bmw,"
 @ariellkp16yt76
 ",2 years ago,0.0,0.0,1.0,BMW X3,5
1245,BMW Сила нахуй,"
 @omadjonalijonov6736
 ",2 years ago,0.0,0.0,1.0,BMW X3,2
1246,"Hi, how are you?
Matt Watson from Carwow.","
 @DoubleDeckerAnton
 ",2 years ago (edited),0.0,0.0,1.0,BMW X3,5
1247,"Hi, bmw fanboy here! Please stop letting the worst driver in the world drive the bmws.","
 @vladstoicoviciu1275
 ",2 years ago,0.105,0.301,0.594,BMW X3,1
1248,Oh no oh no oh no no no no no oh no oh no oh Yanni you jump to start,"
 @rongyao2250
 ",2 years ago,0.0,0.643,0.357,BMW X3,1
1249,"BMW always cheat :)
Real power in X4M is 571 hp.
So Alfa is tru winner.

Best sound in Alfa,as charakter and heading and design :))","
 @olegpogorelets5143
 ",2 years ago,0.306,0.083,0.611,BMW X3,5
1250,Thanks,"
 @MisterAbunDance444
 ",10 months ago,1.0,0.0,0.0,BMW X3,5
1251,X4,"
 @user-on2wd9dy8d
 ",6 months ago,0.0,0.0,1.0,BMW X3,5
1252,Getting tired of seeing yanni moaning... he’s the lewis hamilton of carwow,"
 @streetoutlaws247
 ",2 years ago,0.0,0.209,0.791,BMW X3,1
1253,BMW,"
 @alidoski3537
 ",10 months ago,0.0,0.0,1.0,BMW X3,5
1254,To much bla bla for 20 seconds of action!!!,"
 @maxsittenfeld1839
 ",1 year ago,0.0,0.0,1.0,BMW X3,1
1255,Everything about Yanni/Abdul is fake,"
 @brencelt
 ",1 year ago,0.0,0.437,0.563,BMW X3,1
1256,Yianni is getting old,"
 @anshumanhingane5316
 ",1 year ago,0.0,0.0,1.0,BMW X3,3
1257,Such rubbish drivers.  They can’t even launch automatic cars well.  Can’t imagine what stick shift times would look like if they get just one shot,"
 @hansolo6827
 ",2 years ago,0.167,0.0,0.833,BMW X3,1
1258,Porsche sounds better,"
 @vuyisilejuqula4287
 ",5 months ago,0.592,0.0,0.408,BMW X3,3
1259,the BMW sounds fake from the inside,"
 @srenlarsen2335
 ",2 years ago,0.0,0.341,0.659,BMW X3,1
1260,Too much talky not enough racey,"
 @morley2317
 ",2 years ago,0.0,0.0,1.0,BMW X3,2
1261,Even here there can’t be white only cast ? Pathetic ️,"
 @JoeMcCohn
 ",1 year ago,0.0,0.316,0.684,BMW X3,1
1262,don't care of the bmw is 3x faster than a rocketship.  it's as hideous as they come.,"
 @Nismoleb89
 ",2 years ago,0.0,0.149,0.851,BMW X3,1
1263,"I hate Alfa Romeo

#GERMANLOVE","
 @sergeyvetchinin4701
 ",1 year ago,0.0,0.552,0.448,BMW X3,1
1264,"1:50... My god, I got a headache from looking at that mess...","
 @akj2387
 ",2 years ago (edited),0.189,0.0,0.811,BMW X3,1
1265,"Porsche is starting to be a useless brand in all honesty and loosing reputation model by model.
except for Carreras.","
 @lesegomodingoane3799
 ",2 years ago,0.139,0.122,0.739,BMW X3,1
1266,Who can lend me 15 000 dolar? I realy need auto. I want to buy my dream Honda Accord euro,"
 @AlexTothi
 ",1 year ago,0.171,0.0,0.829,BMW X3,1
1267,The bmw win yeah im fan bmw,"
 @floriankrasniqi1850
 ",1 year ago,0.675,0.0,0.325,BMW X3,5
1268,Still not a fan to BMW sorry ,"
 @Nadineperry1
 ",1 year ago,0.0,0.449,0.551,BMW X3,2
1269,What do you want with that Porsche? Hilarious..... It is about selling the german shit. (Again),"
 @pikende
 ",2 years ago,0.069,0.19,0.741,BMW X3,5
1270,bm dub,"
 @MANTRAKKK
 ",2 years ago,0.0,0.0,1.0,BMW X3,3
1271,All these new pickup trucks that will run circles around those slow super cars and yall race this trash. Disrespectful!  Get the Jeep trackhawk next time,"
 @acebuick
 ",2 years ago,0.144,0.0,0.856,BMW X3,1
1272,oh no oh no :D,"
 @aurimaslab4275
 ",2 years ago,0.387,0.422,0.192,BMW X3,1
1273,So what exactly happened: the BMW’s and Porsche’s horsepower figures are underrated while the Italian ones are always overrated,"
 @jpbarrera9588
 ",2 years ago,0.0,0.0,1.0,BMW X3,3
1274,You microphone man needs a new mic they all sounded rubbish,"
 @tomboocock2108
 ",2 years ago,0.0,0.0,1.0,BMW X3,1
1275,Jesus loves you all️,"
 @odmconi1779
 ",2 years ago,0.552,0.0,0.448,BMW X3,5
1276,Kehlani ft geazy  good life,"
 @babusheokarah3718
 ",2 years ago,0.42,0.0,0.58,BMW X3,5
1277,Too bad the x4 is so damn ugly,"
 @DanNw0
 ",2 years ago,0.0,0.679,0.321,BMW X3,1
1278,The amout ads that play.. just make me say f this shi.,"
 @Akashsk8
 ",2 years ago,0.0,0.0,1.0,BMW X3,5
1279,BMW won the Rev challenge,"
 @theultragamer5822
 ",1 year ago,0.625,0.0,0.375,BMW X3,5
1280,My goodness coupe SUV’s are hideous. I want less cargo room and less headroom in my suv please,"
 @fikes73
 ",2 years ago,0.32,0.0,0.68,BMW X3,1
1281,Oh no oh no oh  no no no no,"
 @babusheokarah3718
 ",2 years ago,0.0,0.815,0.185,BMW X3,1
1282,Alfa sound good but BMW X4 M is the best . Happy to see BMW beating a Porsche.,"
 @stephnechuck2874
 ",1 year ago,0.46,0.144,0.396,BMW X3,4
1283,"porsche SUCKS  fan boys/girls let,s go for BMW M2,3,4,5,6 PORRSCHE 911 IS FAST","
 @phumlilenkosi661
 ",2 years ago,0.139,0.196,0.665,BMW X3,1
