Name,Comment,Date,Model
KarlMac,Not something I have a great interest in but I'd take that over Maserati's effort . ,"February 28, 2017",Alfa Romeo Stelvio
Guvernator,"Matt Bird said:Sorry! Stelvio is 4680mm long, 1670mm high and 2160mm wide. X3 is 4657/1678/1881 (suspect width is without mirrors here) and F-Pace is 4731/1667/1936 (again I think without mirrors). Alfa made no mention of hybrids at all and has clearly invested a lot in the diesel here, with a focus still on it. That there will be a 180hp version with two-wheel drive in time suggests that will be pitched as the eco version.MattOK thanks Matt, so looks like slightly smaller than an F-Pace but bigger than an X3 (though not as tall).I also understand it will take a while for companies to make the switch away from diesel but releasing a brand new diesel car just now seems like madness. Although I'm guessing this is Euro 6 compliant so may be safe for a few years? Matt Bird said: ","February 28, 2017",Alfa Romeo Stelvio
big_rob_sydney,"Matt Bird said:Sorry! Stelvio is 4680mm long, 1670mm high and 2160mm wide. X3 is 4657/1678/1881 (suspect width is without mirrors here) and F-Pace is 4731/1667/1936 (again I think without mirrors). Alfa made no mention of hybrids at all and has clearly invested a lot in the diesel here, with a focus still on it. That there will be a 180hp version with two-wheel drive in time suggests that will be pitched as the eco version.MattBloody hell, 2160mm wide!?!How on earth will these things fit into the typical shoebox that is a british garage???More to the point, how will they fit in a standard sized parking spot? And what of doors getting dinged by other people needing to access their own cars before you come along and creep into their space due to your own leviathan proportions...?I get that its light compared to some others, but it does seem to be quite wide. Matt Bird said: ","February 28, 2017",Alfa Romeo Stelvio
Kitchski,"nickfrog said:Adding a collection of clichés is amusing but not convincing - I can't think of anything better than our Tiguan 150 TDI match for family duties - happy to consider any new alternatives that you can come up with at £5k total over 2 years ?Edited by nickfrog on Tuesday 28th February 14:12You don't need to convince me as to why you bought a particular car chief, it's your money, your choice! I personally don't see the advantages of an SUV over a normal estate car. You obviously do. We can leave it there, it doesn't need elaborating nickfrog said: Edited by nickfrog on Tuesday 28th February 14:12 ","February 28, 2017",Alfa Romeo Stelvio
PhantomPH,"Kitchski said:nickfrog said:Adding a collection of clichés is amusing but not convincing - I can't think of anything better than our Tiguan 150 TDI match for family duties - happy to consider any new alternatives that you can come up with at £5k total over 2 years ?Edited by nickfrog on Tuesday 28th February 14:12You don't need to convince me as to why you bought a particular car chief, it's your money, your choice! I personally don't see the advantages of an SUV over a normal estate car. You obviously do. We can leave it there, it doesn't need elaboratingYou say that, but you seem intent on judging people by the car they CHOOSE to drive/own. The cliché'd statements above prove that. Saying someone is free to make their own choice and then making iffy judgements when people do, seems somewhat churlish to me.I am not completely sold on the Alfa - something just doesn't draw me in enough to make me want one...yet. They might look pretty cool in the metal tho. I'm still looking forward to seeing the pricing for the RR Velar as I think that is what will be replacing my current chav-wagon/chelsea tractor/other cliché vehicle description. Kitchski said: nickfrog said: Edited by nickfrog on Tuesday 28th February 14:12 ","February 28, 2017",Alfa Romeo Stelvio
wal 45,"I just shouldn't but I've liked the look of this since I saw the first one, something the Giulia (even in QV form) has failed to do yet. The proportions look right to me and so much better than the default white goods that usually define this class of SUV.It also looks as if a Giulia sportwagon isn't going to happen now so this could be the only option if you need to transport a 5 person family in an Alfa. Look forward to actually seeing a physical car but I really think a petrol Stelvio will be an eventual successor for my 159 SW.Good effort Alfa and pleased to see it drives half decently, maybe there is a future for Alfa Romeo after all. ","February 28, 2017",Alfa Romeo Stelvio
nickfrog,"Kitchski said:You don't need to convince me as to why you bought a particular car chief, it's your money, your choice! I personally don't see the advantages of an SUV over a normal estate car. You obviously do. We can leave it there, it doesn't need elaboratingNot trying to convince you. You can't see the benefits compared to an estate - I can't see ANY benefits that an estate would have compared to an SUV. But remember you're the one elaborating with a bizarre collection of obsolete clichés at 14.00, so I am quite happy to leave it there. Kitchski said: ","February 28, 2017",Alfa Romeo Stelvio
nickfrog,"PhantomPH said:You say that, but you seem intent on judging people by the car they CHOOSE to drive/own. The cliché'd statements above prove that. Saying someone is free to make their own choice and then making iffy judgements when people do, seems somewhat churlish to me.Indeed. Quite bizarre. PhantomPH said: ","February 28, 2017",Alfa Romeo Stelvio
Motormatt,"nickfrog said:Kitchski said:You don't need to convince me as to why you bought a particular car chief, it's your money, your choice! I personally don't see the advantages of an SUV over a normal estate car. You obviously do. We can leave it there, it doesn't need elaboratingNot trying to convince you. You can't see the benefits compared to an estate - I can't see ANY benefits that an estate would have compared to an SUV. But remember you're the one elaborating with a bizarre collection of obsolete clichés at 14.00, so I am quite happy to leave it there.Without wanting to inflame this debate any further, I know we are now living in a new world of 'Alternative Facts' and it may be true to say that you cant see any benefits of an SUV over an Estate. However, in the real world of real facts with their basis in real science, surely you cannot dispute that (in relation to a similarly powered and priced SUV alternative) an estate would:be lighter,have a lower COG,have better performancebe more aerodynamicgive better economybe dynamically superior as a result of the above.Unless you don't see any of these things as benefits? nickfrog said: Kitchski said: ","February 28, 2017",Alfa Romeo Stelvio
Guvernator,"I can think of 3 advantages of an SUV over an estate off the top of my head.1) Better visibility. The higher driving position lets you see over other traffic and better judge the corners of the car, especially since the largely female target demographic are shorter on average. My missus rates this as one of the most important advantages of an SUV.2) Easier to get small kids in and out of the back and shopping in an out of the boot. Both my missus and I have suffered from back issues from having to stick heavy toddlers in the back seat. This problem is greatly reduced in an SUV as you are at the right height to plop them straight even rather than bending over.3) Ride comfort, the bigger tires and larger suspension travel often mean they have a comfier ride, much more important in a family wagon then whether it will corner on it's mirrors. Also the urban suv's might not be so great at going off-road but they are certainly capable enough to handle our pot whole ridden, crap roads and better than a long, low estate. ","February 28, 2017",Alfa Romeo Stelvio
Dale487,I think the pricing is going to be key to its success - the petrol needs to be £35-37.5K in my opinion to have enough clear air between it and the 4 cylinder Macan and the diesel needs to still under cut the base Macan. ,"February 28, 2017",Alfa Romeo Stelvio
Kitchski,"Guvernator said:I'm not a fan of SUV's either but for the purposes of getting an average family from A to B they really are one of the best options due to stuff already stated above, well it's either that or an MPV! So all the scorn on PH, either the majority of PH'ers are rich bachelor singletons or powerfully built company directors who pack the kids off to boarding school or let the nanny kart the kids around so don't have to worry about the practicalities of moving kids around.The SUV is still no-where near as good as an MPV at carting the brood around. You'd struggle to get three decent kids car seats across the back of that, so unless you've got two kids or less, you'd still be better off in an MPV. And if you've got two kids or less, a normal saloon or estate would do the job fine. We've only got an S-Max because one of our kids split into two before they were born, the cheeky feckers.Some people who care too much how others perceive them might insist on trying to cram everything into a tool less-suited to the job, but the MPV is just made for families, pure and simple. They're brilliant at it. Guvernator said: ","February 28, 2017",Alfa Romeo Stelvio
_Neal_,"All sounds very promising, and as you say, a must for Alfa to have a good product in this sector. I hope this sells well, as that should (hopefully) mean the continued return to form for Alfa across the board.PS - Isn't it ""envelop"" rather than ""envelope""? ","February 28, 2017",Alfa Romeo Stelvio
Kitchski,"It's probably one of the best-proportioned cars on the market, in my opinion. That picture of the two of them side-by-side (grey one and red one) could easily be of two Focus-sized hatchbacks. They don't look big at all. Quite impressive stuff, though I don't like the SUV 'thing' myself. ","February 28, 2017",Alfa Romeo Stelvio
Motormatt,"nickfrog said:TurboHatchback said:nickfrog said:wemorgan said:TurboHatchback said:Woop, yet another ugly jacked up uncomfortable 4cyl diesel hatchback. I know they have to build one as the market gets what the market wants and it sounds like they've done the best job they could given the stupid requirements but why people want this sort of rubbish mystifies me.Because not every one is the same as you. It's quite simple.I agree - I really wouldn't want a Jeep Grand Cherokee CRD Overland but I have no issues with anyone wanting one.People are welcome to buy whatever they want, I just don't understand the thought process that leads to buying one of these nor the set of requirements for which this sort of vehicle is the logical answer. I understand why people buy most sorts of cars, even highly undesireable ones as there is a set of requirements for which most vehicles might be optimal but not these faux-fashion-4x4 things.Clearly lots of people want them now though as they're astoundingly popular.The thought process is simple. They tend to be a better functional alternative for transport than traditional estates or saloons for many people. They're slightly shorter than an ""equivalent"" estate yet offer similar interior space ; they offer a higher driving position which is brilliant for visibility, touring, ease of access. They tend to have taller sidewalls and longer travel suspension which is a good combo for comfort.They are dynamically superb despite the high COG but won't quite match a lower car, which is no big deal as they're not track cars. They use a little more fuel which is offset by better residuals. No downsides IME. I am sure they are also bought for fashion but that shouldn't come into it objectively ; many buy them despite the image as they don't really care about what others think.Quite right, they are incredibly popular because most people outside of PH value daily ease of use and function above driving dynamics, and don't tend to over analyse the image.Having said that, whilst I'm still able bodied with good eyesignt, I'll take an estate over an quasi-SUV. I'm not prepared to sacrifice the lower COG, reduced weight, increased performance and efficiency, better handling and in many cases better refinement that an estate offers over its SUV equivalent in order to get a high seating position and marginally easier access, but I can understand why some people would. nickfrog said: TurboHatchback said: nickfrog said: wemorgan said: TurboHatchback said: ","February 28, 2017",Alfa Romeo Stelvio
nickfrog,"TurboHatchback said:nickfrog said:wemorgan said:TurboHatchback said:Woop, yet another ugly jacked up uncomfortable 4cyl diesel hatchback. I know they have to build one as the market gets what the market wants and it sounds like they've done the best job they could given the stupid requirements but why people want this sort of rubbish mystifies me.Because not every one is the same as you. It's quite simple.I agree - I really wouldn't want a Jeep Grand Cherokee CRD Overland but I have no issues with anyone wanting one.People are welcome to buy whatever they want, I just don't understand the thought process that leads to buying one of these nor the set of requirements for which this sort of vehicle is the logical answer. I understand why people buy most sorts of cars, even highly undesireable ones as there is a set of requirements for which most vehicles might be optimal but not these faux-fashion-4x4 things.Clearly lots of people want them now though as they're astoundingly popular.The thought process is simple. They tend to be a better functional alternative for transport than traditional estates or saloons for many people. They're slightly shorter than an ""equivalent"" estate yet offer similar interior space ; they offer a higher driving position which is brilliant for visibility, touring, ease of access. They tend to have taller sidewalls and longer travel suspension which is a good combo for comfort.They are dynamically superb despite the high COG but won't quite match a lower car, which is no big deal as they're not track cars. They use a little more fuel which is offset by better residuals. No downsides IME. I am sure they are also bought for fashion but that shouldn't come into it objectively ; many buy them despite the image as they don't really care about what others think. TurboHatchback said: nickfrog said: wemorgan said: TurboHatchback said: ","February 28, 2017",Alfa Romeo Stelvio
jamespink,"PhantomPH said:Article said:Still, the vast majority of UK buyers will be having the diesel anywayWill we, tho? Whilst that might have been true even last week, the fact that there is massive 'diesel bad' rhetoric ATM and increased charges in London and potential bans elsewhere, I am not so sure.To me (I know it's an Alfa...), the petrol engine might be the right option. It's fast enough without being intrusive. Remember that this car is unlikely to be revved out to the max all the time. In this sector (non-halo model) I would imagine the petrol engine's key playing card is it's refinement. Can I go fast without loads of noise and fuss and....I too question this slavish UK diesel leaning. The Nox emissions in many UK cities are still at EU ""fine-able"" levels and according to the last report I read, show no improvement since the late 80's (take a look at the exhaust of any London taxi) whereas petrol engine emissions, aside from being less toxic to start with, have improved by 20% to 30%. Aside from being a mainly lack-luster alternative to petrol or petrol hibrid, has diesel not had its day on emissions alone? PhantomPH said: Article said: ","February 28, 2017",Alfa Romeo Stelvio
Guvernator,"I'm interested in this car for the OH but do have a few concerns1) ""UK buyers will mostly buy the diesel""? Why make statements like this when diesel is obviously on the way out, in fact why are manufacturers making new diesels at all when the political tide is obviously changing? I know this applies to other manufacturers too but they at least seem to be releasing hybrid versions of their popular ranges now.2) What size is this? The article compares it from everything from an F-pace (pretty huge) to an X3 (pretty small). I wasn't sure what size segment this SUV was aimed at previously and after this article, I'm still non the wiser.3) Great point made above on residuals, Alfa need to back these with proper finance deals so the monthly figures are attractive. If they don't prop up the usually woeful Alfa depreciation somehow or make the list price cheaper than it's rivals, people will just go and buy the Macan or the Evoque instead, both of which have outstanding residuals in their class. ","February 28, 2017",Alfa Romeo Stelvio
Spoof,"Matt Bird said:Spoof said:In normal conditions the Q4 all-wheel drive system is 100 per cent rear drive, with up to 50 per cent able to go forwards; without any slippery surfaces to test this on, there was little impression of power being directed around on this drive. 'Surefooted' is probably what you would call it.Must have been that 'high grip' snow...There wasn't any snow, honest! Rather misleading pics. Road drive only this time.I just found that comment with those pictures rather amusing. Couldn't help myself. Matt Bird said: Spoof said: ","February 28, 2017",Alfa Romeo Stelvio
Matt Bird,"Spoof said:In normal conditions the Q4 all-wheel drive system is 100 per cent rear drive, with up to 50 per cent able to go forwards; without any slippery surfaces to test this on, there was little impression of power being directed around on this drive. 'Surefooted' is probably what you would call it.Must have been that 'high grip' snow...There wasn't any snow, honest! Rather misleading pics. Road drive only this time. Spoof said: ","February 28, 2017",Alfa Romeo Stelvio
theholygrail,"""with Range Rovers now only purchased by sweaty stressed middle aged women""my favourite PH comment of recent years! Brilliant. ","February 28, 2017",Alfa Romeo Stelvio
zeb,"great_kahn said:An acceptable alternative to the repugnant Bavarian Sierra brigade, and with Range Rovers now only purchased by sweaty stressed middle aged women, this could be a winner.worked for the diplomatic corps for quite a while I see...... great_kahn said: ","February 28, 2017",Alfa Romeo Stelvio
M1C,"I think the Guiliaesque styling really works on this, it looks good ","February 28, 2017",Alfa Romeo Stelvio
thegreenhell,"I find this strangely appealing, even more so than the Giulia. Exciting times for the Alfa brand. ","February 28, 2017",Alfa Romeo Stelvio
nickfrog,"wemorgan said:TurboHatchback said:Woop, yet another ugly jacked up uncomfortable 4cyl diesel hatchback. I know they have to build one as the market gets what the market wants and it sounds like they've done the best job they could given the stupid requirements but why people want this sort of rubbish mystifies me.Because not every one is the same as you. It's quite simple.I agree - I really wouldn't want a Jeep Grand Cherokee CRD Overland but I have no issues with anyone wanting one. wemorgan said: TurboHatchback said: ","February 28, 2017",Alfa Romeo Stelvio
PhantomPH,"Article said:Still, the vast majority of UK buyers will be having the diesel anywayWill we, tho? Whilst that might have been true even last week, the fact that there is massive 'diesel bad' rhetoric ATM and increased charges in London and potential bans elsewhere, I am not so sure.To me (I know it's an Alfa...), the petrol engine might be the right option. It's fast enough without being intrusive. Remember that this car is unlikely to be revved out to the max all the time. In this sector (non-halo model) I would imagine the petrol engine's key playing card is it's refinement. Can I go fast without loads of noise and fuss and.... Article said: ","February 28, 2017",Alfa Romeo Stelvio
DUMBO100,"I quite like it and the review sounds promising, the big issue that Alfa faces with their new models is residual values which are still quite low against their competitors, most of these cars will be leased or pcp' d weak residuals means higher monthly payments. You could have a Porsche Macan for not that much more per month, the car might be good but they need to offer attractive financial packages to sell in big numbers ","February 28, 2017",Alfa Romeo Stelvio
wemorgan,"TurboHatchback said:Woop, yet another ugly jacked up uncomfortable 4cyl diesel hatchback. I know they have to build one as the market gets what the market wants and it sounds like they've done the best job they could given the stupid requirements but why people want this sort of rubbish mystifies me.Because not every one is the same as you. It's quite simple. TurboHatchback said: ","February 28, 2017",Alfa Romeo Stelvio
TurboHatchback,"Woop, yet another ugly jacked up uncomfortable 4cyl diesel hatchback. I know they have to build one as the market gets what the market wants and it sounds like they've done the best job they could given the stupid requirements but why people want this sort of rubbish mystifies me. ","February 28, 2017",Alfa Romeo Stelvio
Spoof,"In normal conditions the Q4 all-wheel drive system is 100 per cent rear drive, with up to 50 per cent able to go forwards; without any slippery surfaces to test this on, there was little impression of power being directed around on this drive. 'Surefooted' is probably what you would call it.Must have been that 'high grip' snow... ","February 28, 2017",Alfa Romeo Stelvio
great_kahn,"An acceptable alternative to the repugnant Bavarian Sierra brigade, and with Range Rovers now only purchased by sweaty stressed middle aged women, this could be a winner. ","February 28, 2017",Alfa Romeo Stelvio
Summit_Detailing,"Looks sharp, will await the full UK road test verdict.Why would you buy a Levante over this I'm not sure but each to their own.Chris ","February 28, 2017",Alfa Romeo Stelvio
Matt Bird,"Guvernator said:I'm interested in this car for the OH but do have a few concerns1) ""UK buyers will mostly buy the diesel""? Why make statements like this when diesel is obviously on the way out, in fact why are manufacturers making new diesels at all when the political tide is obviously changing? I know this applies to other manufacturers too but they at least seem to be releasing hybrid versions of their popular ranges now.2) What size is this? The article compares it from everything from an F-pace (pretty huge) to an X3 (pretty small). I wasn't sure what size segment this SUV was aimed at previously and after this article, I'm still non the wiser.3) Great point made above on residuals, Alfa need to back these with proper finance deals so the monthly figures are attractive. If they don't prop up the usually woeful Alfa depreciation somehow or make the list price cheaper than it's rivals, people will just go and buy the Macan or the Evoque instead, both of which have outstanding residuals in their class.Sorry! Stelvio is 4680mm long, 1670mm high and 2160mm wide. X3 is 4657/1678/1881 (suspect width is without mirrors here) and F-Pace is 4731/1667/1936 (again I think without mirrors). Alfa made no mention of hybrids at all and has clearly invested a lot in the diesel here, with a focus still on it. That there will be a 180hp version with two-wheel drive in time suggests that will be pitched as the eco version.Matt Guvernator said: ","February 28, 2017",Alfa Romeo Stelvio
nickfrog,"Motormatt said:nickfrog said:Kitchski said:You don't need to convince me as to why you bought a particular car chief, it's your money, your choice! I personally don't see the advantages of an SUV over a normal estate car. You obviously do. We can leave it there, it doesn't need elaboratingNot trying to convince you. You can't see the benefits compared to an estate - I can't see ANY benefits that an estate would have compared to an SUV. But remember you're the one elaborating with a bizarre collection of obsolete clichés at 14.00, so I am quite happy to leave it there.Without wanting to inflame this debate any further, I know we are now living in a new world of 'Alternative Facts' and it may be true to say that you cant see any benefits of an SUV over an Estate. However, in the real world of real facts with their basis in real science, surely you cannot dispute that (in relation to a similarly powered and priced SUV alternative) an estate would:be lighter,have a lower COG,have better performancebe more aerodynamicgive better economybe dynamically superior as a result of the above.Unless you don't see any of these things as benefits?Fair comments but I take the Megane RS for track days or spirited driving, that's my alternative fact for you. For family transport at 3/10ths, the added lat grip and sharper handling afforded by a lower COG would be of zero impact in the real world of real facts based on real science. Our Tiguan is actually a surprisingly good handler despite the high COG, I blame the quality kinematics and tyres for that. Performance of the 2.0 TDI 150 is ample : on the road I find that the limiting factors are line of sight, traffic and licence preservation. Granted, MPG is probably 5mpg worse than an equivalent estate. But then again superior residuals more than offset that.So zero real world downsides and loads of real world benefits (comfy ride, easier access, better visibility, smaller physical footprint). For family use, the choice is simple, despite the ghastly image and the PH scienceEdited by nickfrog on Tuesday 28th February 17:33 Motormatt said: nickfrog said: Kitchski said: Edited by nickfrog on Tuesday 28th February 17:33 ","February 28, 2017",Alfa Romeo Stelvio
Motormatt,"nickfrog said:Motormatt said:nickfrog said:Kitchski said:So zero real world downsides and loads of real world benefits (comfy ride, easier access, better visibility, smaller physical footprint). For family use, the choice is simple, despite the ghastly image and the PH scienceEdited by nickfrog on Tuesday 28th February 17:32Agreed, your list of real world benefits is exactly the reason we have a Cactus, when carting kids about and shopping is the main priority, it simply does those things better than an estate car, and I'm sure the Stelvio will be purchased for the same reasons. nickfrog said: Motormatt said: nickfrog said: Kitchski said: Edited by nickfrog on Tuesday 28th February 17:32 ","February 28, 2017",Alfa Romeo Stelvio
frankenstein12,"Summit_Detailing said:Looks sharp, will await the full UK road test verdict.Why would you buy a Levante over this I'm not sure but each to their own.ChrisIts not surprisung to me at all though that Americans in particular seem to love the styling of the Levante though.Most cars now are tailored to suit the American car buyer and the average American these days wouldn't know good car design if it slapped them in the face with an ""Awesome"" stick.I have no idea where the americans went wrong. They used to have such incredible flair and drama and now they design mostly fking hideous monsters and everyone seems willing to do the same to sell cars to them. Summit_Detailing said: ","February 28, 2017",Alfa Romeo Stelvio
37,"When was the last time you saw a woman driving an estate car? They simply don't like them and would choose any SUV over an estate. The argument goes on and on yet many of the SUV cars are driven by women who, guess what, don't care about COG or a slight improvement in MPG.Enjoy your Passat estates while you can. ","February 28, 2017",Alfa Romeo Stelvio
numtumfutunch,"Having owned an Alfasud and immediately got on first name terms with my local garage and auto electrician I feel qualified to be a bit judgemental about AlfasThis looks great and the name is uber cool but would you really buy one over an F Pace?Most people wouldnt as the Alfa baggage is enormous and consequently residuals will be abysmalAs a consequence PCP deals will be awful, lease deals similarly dreadful apart from the odd loss leader to get numbers on the road and anyone paying for one with their own money should be immediately sent to BroadmoorIt will be a sales disaster over here - no mistakeThat doesnt stop me wanting one thoughAnd my Sud is still one of my favourite ever cars although it must be long dead nowSigh.................. ","February 28, 2017",Alfa Romeo Stelvio
velocemitch,"nickfrog said:Motormatt said:nickfrog said:Kitchski said:You don't need to convince me as to why you bought a particular car chief, it's your money, your choice! I personally don't see the advantages of an SUV over a normal estate car. You obviously do. We can leave it there, it doesn't need elaboratingNot trying to convince you. You can't see the benefits compared to an estate - I can't see ANY benefits that an estate would have compared to an SUV. But remember you're the one elaborating with a bizarre collection of obsolete clichés at 14.00, so I am quite happy to leave it there.Without wanting to inflame this debate any further, I know we are now living in a new world of 'Alternative Facts' and it may be true to say that you cant see any benefits of an SUV over an Estate. However, in the real world of real facts with their basis in real science, surely you cannot dispute that (in relation to a similarly powered and priced SUV alternative) an estate would:be lighter,have a lower COG,have better performancebe more aerodynamicgive better economybe dynamically superior as a result of the above.Unless you don't see any of these things as benefits?Fair comments but I take the Megane RS for track days or spirited driving, that's my alternative fact for you. For family transport at 3/10ths, the added lat grip and sharper handling afforded by a lower COG would be of zero impact in the real world of real facts based on real science. Our Tiguan is actually a surprisingly good handler despite the high COG, I blame the quality kinematics and tyres for that. Performance of the 2.0 TDI 150 is ample : on the road I find that the limiting factors are line of sight, traffic and licence preservation. Granted, MPG is probably 5mpg worse than an equivalent estate. But then again superior residuals more than offset that.So zero real world downsides and loads of real world benefits (comfy ride, easier access, better visibility, smaller physical footprint). For family use, the choice is simple, despite the ghastly image and the PH scienceEdited by nickfrog on Tuesday 28th February 17:33This is pretty much spot on in my view.There is so much hate for the idea of an SUV, especially an Alfa one, but the reality is some of them do a pretty decent job of being a jack of all trades, and get surprisingly close to being a master of some.I moved from an Alfa Giulietta to a Skoda Yeti (4x4 170 bhp) as a practical car the Yeti is in a different class to the Giulietta, as a car to have fun in on the back road it is almost as good too, what it looses in not being being quite as stable, it gains in providing a better sight line for corners, with its higher driving position. Then you add in the other advantages, much more room for a dog, tow capacity which is genuinely useful, ground clearance to take it down unclassified tracks across the moors, four wheel drive to make that less of a worry.I do miss the style of the Alfa and if I'm being badge conscious I miss owning a modern everyday Alfa, so the Stelvio makes a lot of sense in my world. Mind you what I do have to consider Is the fact it will cost half as much again as the Skoda!. nickfrog said: Motormatt said: nickfrog said: Kitchski said: Edited by nickfrog on Tuesday 28th February 17:33 ","February 28, 2017",Alfa Romeo Stelvio
Guvernator,"I'm not a fan of SUV's either but for the purposes of getting an average family from A to B they really are one of the best options due to stuff already stated above, well it's either that or an MPV! So all the scorn on PH, either the majority of PH'ers are rich bachelor singletons or powerfully built company directors who pack the kids off to boarding school or let the nanny kart the kids around so don't have to worry about the practicalities of moving kids around. ","February 28, 2017",Alfa Romeo Stelvio
Evilex,"nickfrog said:The thought process is simple. They tend to be a better functional alternative for transport than traditional estates or saloons for many people. They're slightly shorter than an ""equivalent"" estate yet offer similar interior space ; they offer a higher driving position which is brilliant for visibility, touring, ease of access. They tend to have taller sidewalls and longer travel suspension which is a good combo for comfort.They are dynamically superb despite the high COG but won't quite match a lower car, which is no big deal as they're not track cars. They use a little more fuel which is offset by better residuals. No downsides IME. I am sure they are also bought for fashion but that shouldn't come into it objectively ; many buy them despite the image as they don't really care about what others think.Er... have you not just almost described a Fiat Multipla? nickfrog said: ","February 28, 2017",Alfa Romeo Stelvio
ZX10R NIN,I hope this SUV helps Alfa Romeo to be able to build more cars like the 4C ,"February 28, 2017",Alfa Romeo Stelvio
rtz62,"underphil said:TurboHatchback said:Woop, yet another ugly jacked up uncomfortable 4cyl diesel hatchback. I know they have to build one as the market gets what the market wants and it sounds like they've done the best job they could given the stupid requirements but why people want this sort of rubbish mystifies me.remind me which hatchback has been 'jacked up'?Are we talking about suspension or Class A controlled substances? Because to my mind the designers of the FIAT 500X Off-Road Look are clearly guilty of partaking of the latter....And regarding glitzy Range Rovers, the 'ladies' that I see swanning around in them around here obviously press the relevant options buttons to match their vajazzlry (is that the right word for 'lady-garden' adornments?).Sweaty indeed, but also perma-tanned and with fake designer label teeth too. Personally I believe that a Stelvio is actually ioccupying a social class that these elks thankfully fail to recognise or inhabit.... underphil said: TurboHatchback said: ","February 28, 2017",Alfa Romeo Stelvio
jhonn,"Hhmmm.. this Alfa and the PH article demonstrate how far removed modern SUV's now are from their predecessors - not a mention of it's ability to handle off-road terrain or the features that facilitate that (ability to raise ride-height; low-box; enhanced traction-control; towing capability; wading depth; underbody protection, etc).Yes, yes - I know that it's now a 'lifestyle' vehicle. However, I see this as a further example of 'style over substance'; in my opinion it further tarnishes the image of similar looking vehicles bought to service specific utility needs.It's pretty though, I'll give it that. ","February 28, 2017",Alfa Romeo Stelvio
Guvernator,"big_rob_sydney said:I recently read from someone on PH who works designing car parks, and he stated that there is a standard size parking space.Instead of thinking spaces are getting smaller, maybe you should stop buying vehicles the size of beached whales?Or maybe car park designers should take a note of the fact that ALL cars, not just SUV's have been getting steadily bigger over the last 3 decades and design them accordingly. The standard car park size hasn't changed in that period as it would mean less spaces and eat into revenue. My current car isn't an SUV, it's just a mid sized saloon but even I struggle to get out in car parks without going through Houdini like contortions to avoid bashing other peoples cars. Some people don't even bother, preferring to use my car as door stop. big_rob_sydney said: ","March 01, 2017",Alfa Romeo Stelvio
big_rob_sydney,"PhantomPH said:filski666 said:nickfrog said:One of the benefits of SUVs is that they usually have a smaller footprint than the ""equivalent"" estate and crucially they're shorter, hence easier to park in particular (compare the length of a Golf estate vs a Tiguan for instance).You have a point on the likelihood of rollover though but what you call ""significantly more likely"" I would call ""almost as unlikely"" for the intended purpose.I guess I was thinking primarily of height and width when talking about parking and in particular multi-storeys which seem to be getting lower and lower roofs.From my own experience, I don't think it's much of an issue. I had a Range Rover Sport on order and was talking to my wife about being worried that it was going to be a bit too big etc. as we were driving her Q5 into a multi-storey. At that moment I clocked that the car a few in front of me was a Full Fat Range Rover merrily wandering into the same multi-storey.I have found that it's parking spaces in general that seem to be getting smaller these days. Getting into a multi is not the issue.Personal note: I notice the size of spaces more in my CGTS than in the Q5. The Porsche is a compact car, but the length of the doors and the low seating position makes parking an absolute laugh. The Q5 on the other hand, has shorter doors and less of a required contortion to get out of. The irony of the SUV being easier to live with than the 'petrolhead' car....I recently read from someone on PH who works designing car parks, and he stated that there is a standard size parking space.Instead of thinking spaces are getting smaller, maybe you should stop buying vehicles the size of beached whales? PhantomPH said: filski666 said: nickfrog said: ","March 01, 2017",Alfa Romeo Stelvio
PhantomPH,filski666 said:Go to the multi-storey in Lincoln by the river - I dare youThere are (as always) exceptions to every rule! (Also - good tip. My cousin plays for Lincoln City and I keep meaning to go and watch a game....will avoid that as a parking location!) filski666 said: ,"March 01, 2017",Alfa Romeo Stelvio
filski666,"PhantomPH said:filski666 said:nickfrog said:One of the benefits of SUVs is that they usually have a smaller footprint than the ""equivalent"" estate and crucially they're shorter, hence easier to park in particular (compare the length of a Golf estate vs a Tiguan for instance).You have a point on the likelihood of rollover though but what you call ""significantly more likely"" I would call ""almost as unlikely"" for the intended purpose.I guess I was thinking primarily of height and width when talking about parking and in particular multi-storeys which seem to be getting lower and lower roofs.From my own experience, I don't think it's much of an issue. I had a Range Rover Sport on order and was talking to my wife about being worried that it was going to be a bit too big etc. as we were driving her Q5 into a multi-storey. At that moment I clocked that the car a few in front of me was a Full Fat Range Rover merrily wandering into the same multi-storey.I have found that it's parking spaces in general that seem to be getting smaller these days. Getting into a multi is not the issue.Personal note: I notice the size of spaces more in my CGTS than in the Q5. The Porsche is a compact car, but the length of the doors and the low seating position makes parking an absolute laugh. The Q5 on the other hand, has shorter doors and less of a required contortion to get out of. The irony of the SUV being easier to live with than the 'petrolhead' car....Go to the multi-storey in Lincoln by the river - I dare you PhantomPH said: filski666 said: nickfrog said: ","March 01, 2017",Alfa Romeo Stelvio
