Name,Comment
keithyboy,"I bet they give Kahn Range Rover Spowahts, G Wagens and baggy old X5s a wide berth."
MadMotoUK,"If they are doing this on your driveway, technically you can do them for trespass and criminal damage. You need cameras."
TheGrimJeeper,Use CS gas instead of air!
alfaitalia,Trespass has not been a criminal offence in the UK for years...at best it's a civil wrongdoing. Letting air out of tyres does not constitute criminal damage in the eyes of the law either.....that's how they get away when it.
Isotope,I hope to god that beating some woke lefty to death is a valid defense when they have wilfully endangered your safety and damaged your property! We might have TPMS but as others have said I'd drive on the rims to get a family member to medical help!! And that would include getting a pet to the Vets!
Isotope,"Surely letting air out of a car tyre will result in damage to the tyre if driven on? The person who does that knows it is at the very least inconvenient, I always thought ignorance was no defence in the eyes of the law? So letting down tyres on cars and trucks or even aeroplanes is a misdemeanour?? They are jeopardizing road safety and need prosecuting end of!!"
alfaitalia,How is it damaged ? Not defending it.....but it's not damaged. How is is jeopardizing road safety?...if you can drive more than 3 feet without noticing you have a completely flat tyre...TPMS or not....perhaps you should not be driving. It's nothing more than annoying. Sure the hospital dash issue could be serious......but for a real emergency it would be ambulance anyway.
Johnny Smithson,"My new Stelvio looked rather forlorn this morning with a deflated tyre and complimentary activist message on the windscreen. I was not happy. A lot of other cars were done in the neighbourhood last night, the usual SUV suspects. I don't want to get into the climate argument here, just hoping for a PM from anyone who has a link to a supplier for tamper proof valve caps (they managed to remove the one I had bought from Halfords, so they must have had the little key tool with them)."
,
TheGrimJeeper,"""Woke lefty"" 🤭"
Isotope,"Johnny really feel for you! Hope you got it sorted, I don't have a spare wheel but do have a compressor so you just need to plug it in and rev the car up to 4000 rpm whilst you refill the tyre! Lots of unnecessary exhaust gases produced to get you back up and running!! Maybe Putin is the new climate crusader behind the tyre extinguishers?? All that extra fuel burned to blow back up our tyres will fuel his war and must make sense to some tree hugger?"
alfaitalia,My pump just plugs into the ciggie lighter.....no need to start the engine. I always have the pump and digital gauge in the boot....along with a rope type tubeless tyre repair kit (much easier than changing the wheel just for a screw through the tread.....About 3 mins to fill a tyre from empty.
Isotope,I knew this would become contentious but have you ever called an Ambulance? On the two occasions that I have we have had to transport the patients to hospital in private vehicles because they didn't come. The last instance I had was with a young lad who could have been permanently blinded at just 27 years old. We had to take him to hospital in a private car because the ambulance service did not see this as a priority. A flat tyre could have resulted in him being blind for life!!
alfaitalia,That's pretty exceptional though. Do you people not have pumps in your cars? Never been without one. Would not have helped my wife a while ago though.....some cockwomble knifed all four tyres!
Isotope,the world is full of the blood sucking fuckers at the moment!!
Isotope,OSo whilst that acid is burning out your eyeball can you just wait while we pump up the tyre because someone let our tyres down? The ambulance service don't think it's life threatening and they don't car if you end up blind! Aint Britain Great??
alfaitalia,"Really?....What are the chances of your car being the one chosen by these idiots and them letting your tyres down on the one day in 10,000 that you might need to use your car as an emergency ambulance? Those are not the sort of odds I'd be losing any sleep over......."
Isotope,"You're probably right but sometimes you also need every option available when under pressure!, I had someone's future in my hands!! BUT I can't see why anyone else has the right to mess with mine or anyone else's car when the government has approved the sale of it in this country? Surely the argument is with the legislators and not the owners?"
im.not.modifying.this.one,Welp
johnnyroper,"Whilst I understand the arguments for and against SUV’s and personally I am not a fan of them,however for some people they serve a purpose.but this thread isn’t about people’s personal opinion of big cars/SUV’s it’s about people thinking it’s ok to mess with someone else’s property.Be it a smart car or a G wagon the same applies in my opinion, the scrotes shouldn’t be messing with the tyres regardless.as implied above the decision on them being on the road and their impact lies with the governments and regulators not the owner who has spent their hard earned on whatever car they want."
Pud237,This is it. I'm sure half of it is just jealousy about what other people have. Unfortunately there is a lot of it around.
TheGrimJeeper,"Jealousy. Self-righteousness. Hypocrisy. Brass Neck.Remember this hypocritical boomer SUV driving ****? Who no longer needs an SUV, so shíts on everyone else. Probably to make up for her sad life since her kids left ...Mother, 62, deflates tyres on 100 SUVs - and wants 'army of middle-aged women' to join her protestThe member of controversial climate activist group The Tyre Extinguishers tells Sky News she feels ""exasperated"" with drivers of the ""destructive"" vehicles. She says she targets SUVs as she cycles home from work - and once deflated tyres on 16 vehicles in one evening.news.sky.comFcuk-off Anna. If your sad life is so boring, go fcuking volunteer for the Red Cross or something. You vindictive boomer.On one today. Soz."
MadMotoUK,"I'm not a fan of SUVs by any means and I'd never own one, but I can't see the logic behind this campaign. None of theseterroristsactivists seem to realise that there are much worse candidates for environmental impact.The Tyre Extinguishers are as bad as a religious cult, they're all being brainwashed by a few misinformed salesman-type-scum idiots."
Isotope,How many Tyre Extinguishers have targeted police BMW X5's X7's or Ford Kuga's and what happened to them? They probably don't target police vehicles! Can't wait for the weight related car tax when all the EV milk float owners get taxed by the new legislation! Your cars weigh so much they cause more particulate pollution via tyre wear than a diesel engine!! I read today that Poland and Italy think the move to EV's is not achievable any more by 2035!!
Pud237,"It's achievable, but the question is how much are we will to sacrifice to achieve it? The way I see it, building out EV infrastructure, renewable electricity infrastructure, upgrading the national grid, replacing ICE cars with EV or hybrids - all that is going to take a lot of energy, skilled manpower and physical resources. So in order for the living standards of normal people to remain as they are, we need to have an abundance of energy, manpower and physical resources to begin with. And we don't have any of those things in abundance. We're already a net energy importer, a net importer of physical resources and an importer of skilled manpower. So in order to pay for all this, we will have to have less of everything else. Politicians have never put it across to the public in such a way - if they did they would be voted out in a heartbeat."
WantAGTA,"If they put half of the effort they put into being irritating into actually trying to reverse climate change, the UK would be a glacier by now"
symon,"Just for arguement's sake let's say that the campaign was sucessful in getting SUV's off the road. They would then move onto other types of cars. Probably those larger than a Honda Jazz, and with more than a 1.0 engine.As anything larger isn't really needed to do 70mph or take the sprogs to school."
cue2,SUVs “off the road”?Not that likely.
alfaitalia,Nope....and many of them have better mpg than some saloon cars.....but I suppose that their argument there would be how much extra carbon and raw materials they cost to build.I'm generally a mild mannered sort of bloke......but I'm not sure of my reaction if I caught someone letting down my tyres on my planet and lung destroying diesel.....it didn't end up great (for either of us to be honest...him physically and me legally....no charges in either case though) when I caught a man stealing motorcycle parts from my shed years ago!.....but I was in my 30s then.....I might not be so lucky at 56!
Johnny Smithson,"My new Stelvio looked rather forlorn this morning with a deflated tyre and complimentary activist message on the windscreen. I was not happy. A lot of other cars were done in the neighbourhood last night, the usual SUV suspects. I don't want to get into the climate argument here, just hoping for a PM from anyone who has a link to a supplier for tamper proof valve caps (they managed to remove the one I had bought from Halfords, so they must have had the little key tool with them)."
,
TheGrimJeeper,Not yours anyway. 🤭
trecksta,"I was wondering if anyone can help me with this issue as the Alfa dealer I bought the car from tells me it's normal, and after 2 visits to a different local Alfa dealer they say suspension checked wheel bearings ok no issues found.The problem with my car which is a 2020 Stelvio Veloce 280 with 8000 miles on it is when I drive the car into long sweeping bends at between 38mph and 42mph I hear a noise which can only be described as an off beat noise similar to driving over rumble strips on a motorway but without the vibration. The dealer swapped the front tyres for the back so I know it isn't that but typically the noise is more apparent in dry conditions and it was raining when the dealer test drove it.My warranty is out in 6 months so I'm getting a bit concerned, has anyone else here experienced the same issue, and no it isn't the steering juddering at slow speeds I know that is normal.Many thanks"
,
wictod,I do get a slight noise running the Michelin Sports 4 SUV tyres when turning in to long corners at speed but not noticeable enough to be concerned.. Is it happening in both the left and right hand bends?
trecksta,"Thank you for your message both turning left and right, I should add the dealer I bought the car from didn't actually check the car as I bought it long distance, they said it's normal after checking a stock car?It only happens driving 38 to 42mph on medium long bends. Straight roads no problem at all, it sounds almost like a flat tyre without vibration or steering wheel feedback definitely from the front of the car.I don't know what it could possibly be, and to be honest it's spoiling the ownership experience for me.From the lack of response I guess it's not normal, has anyone an idea what could be making such a noise it is subtle but definitely there.Many thanks"
wictod,"It definitely doesn't sound normal (as the garage have mentioned ?), there's a lot of owners on here and someone would of mentioned it by now. I would have to say it sounds like a wheel balance, wheel bearing, possibly incorrect tyre pressure problem although balancing issue would also be evident in a straight line. If it's just a noise a not a vibration being fedback through the steering I would check the belly pan cover or whatever it's called.. had mine up on the ramp at my local specialist for a service and two of the fasteners were missing.. techie was saying most of Stelvios and I think the Giulias he see have fasteners missing, maybe not put back from previous service or they drop out... depending on what ones get missed off he's seen the belly pan cover start breaking away and flapping.. maybe an outside chance yours is doing that when cornering although it's a long shot.. and I doubt the rain would suppress this noise.. hope it gets sorted.."
trecksta,Thank you for your response I appreciate it and will book my car back in to be checked
Isotope,"I can't think of anything obvious off the top of my head, but if the noise is lower in the wet I would be thinking rubber bushes on the antiroll bar or drop links? Wet roads might, just might mean that the car is running more on the front axle than the rear, but unless something is mechanically/electronically wrong you would be really asking a lot of the car to transfer all the power to front axle on an entire journey??Only other thing, I wonder if there is a specific gearbox mode that you are in when this happens, Full auto with the paddles or in manual with the paddles/ gear knob (get ready for the jokers!!). My car has 3 times the mileage in 18 months of ownership from new and the only thing I notice is a hesitation when asking for full throttle in a bend, as you straighten the wheel full power becomes available. I wonder if you ought to get the car diagnosed on a fault code reader to see if there is anything amiss? Has the dealer/supplier not offered that as an option even if at your cost?"
Isotope,Just had a thought!! What tyres are you using? I used to be able to pick out a land rover from the strange rumble they made in the late eighties due to the off road tyres they were on. Could it be a combination of a particular tread at a particular speed?
trecksta,"Thank you for your thoughts on what the problem might be, I'm going to take the car to the dealer again and insist they take it out on a dry day"
trecksta,"That's worth considering they swapped the back ones for the front but then I guess they are still the same tyres, I'm going to try and record the noise thanks again for your input it's appreciated"
dzienj,"Yet again I'm facing an issue with my Stelvio.Out of the blue, this morning it has thrown a sequence of errors upon startup, ABS,HillHolder, ESP, Steering, Radar, Brake System. Car restart and they were gone, but all came back up and on permanently now. All very similar to a battery charging issue I faced before, but voltage and charging all healthy.I hooked it up to MES and performed the scanning:Engine- no problemsBody- U1711-2f, (Brake System Module ESC communication issues) and U1712-2f (Brake System Module DST, driving steering torque communication issues), can't clearABS- the below list, all but the Wheel Sensor clearsTVM- Can't connectWould this seem the speed sensor have given up? Would this account for such a multitude of issues the ECU's are reporting?Wonder your thoughts?"
,
cue2,How’s your battery charge level? Is their enough for the S/S to work. Modern cars get confused when the battery is low.
dzienj,"Battery is around 12.7V, 80% charge according to IBS.I had my battery charging saga a year ago, the dash and errors all looked very similarStelvo 2.2 - Died - Battery not charging at allI'll set it on conditioning overnight, see if this changes a thing."
cue2,My Stelvio went nearly flat through lack of use during lockdown with just enough power to open and close the tailgate then it wouldn’t start. Should’ve just got in and started the car but I had to call the Alfa number. A mechanic came pretty rapidly and sorted it out. No light show from the dash or repercussions.
dzienj,"Charged the battery, no change.I spend some time googling, came accros a story of a gentlemen in US who drove his stelvio into a puddle and his car developed same issue. Some sort of connector got soaked.That made me think and connect few facts, round about december i noticed my washer liquid went low shortly after filling. Didn't bother to much back then, but I also noticed shortly after, my rear window washer is not getting the liquid. Left it and thought to address when it get's warmer outside.I traced the leak!! it's in the front left corner of the enginebay, where the pipe gets into the bulkhead. There is some sort of a connection which popped. There is plenty of wiring there, especially in the lower part, all completeley soaked in washer liquidI took a heatgun, set to 80degC and trying to dry it, fingers crossed that will be it and nothing beyond."
GVblue,"Ten days ago, when my wife was driving to work ( see my ""well it finally happened"" thread) she got the Christmas tree dashboard effect.I assumed it was the battery and a recharge seems to have sorted it but it is at the dealers tomorrow to check.Strangely though, during this current dry spell, I noticed stains on the drive. They didn't look or feel like oil or water but when I looked under the car the front left suspension looked to be coated in some sort of liquid.I have left a sheet of cardboard under the car overnight to gather any evidence and will check it shortly, but cannot ignore the possibility that I might have a similar problem to yours.I will be checking the pipe in your photo which I guess maybe a connection to the headlamp washers.."
dzienj,"It turned to be the abs sensor in the end.Lifted the car up today and found the cable near the sensor split. Not sure how this might have occured, cable is not moving nor touching anything really. Judging by the cooper oxidation, it’s been a while i was driving like this and it eventually gave up. Soldered this back and heat shrink wrapped, all errors are gone, but will need to change this sensor shortly as i don’t think the cable heatshrink isolation will hold for long in these conditions."
GVblue,"I took our car into the dealers today as all three USB ports had stopped working several months ago.Dealer phoned this afternoon to say I could collect the car but that they had only managed a partial repair and fix one of the ports as a new part, on back order of course, was needed.When this working USB is selected it comes up on the infotainment screen as ""Ultra Fit"" which I guess is some sort of workaround.Anyone any idea what ""Ultra Fit"" actually is?"
,
wictod,Ultra Fit is a Sandisk brand name for one of their USB storage drives... unless they've use one of these to make it work or that's what you've got plugged into the working USB?
GVblue,"Thanks wictod, you're spot on. I just imagined they had breathed some black magic on it, never thought of something as obvious as that."
Maximus84,Went to move the Stelvio today and I noticed the outside air temp at -44C!!Threw up a code of P0071 Ambient Air Temperature Sensor Range/Performance.Reset the code but still bizarrely wrong. It hovered around that figure until I went for a drive where it started at -36C then went to -2C!The actual temp was around 7C.Anyone else had this? New sensor? Battery reset?Any shared experiences or advice welcome!Thanks.
,
johnnyroper,"Sounds like sensor is playing up, my previous 159 and Giulietta suffered similar fate. Is it still in door mirror on a stelvio that either requires new mirror or a sensor soldering in? Or have Alfa opted for a stand alone sensor on later models?"
cue2,"Still on mirrorExternal thermometer - checkThe external thermometer is a little bit slow, crazy and not precise, could you please check your ???www.stelvioforum.com"
johnnyroper,Unless it’s still under warranty then it’s going to be similar repair to the giulietta if you have the skills then.£1 10k ntc thermistor required.
Maximus84,5 years old so no longer under warranty. Is it a difficult job to fix yourself? Would rather not have to replace the wing mirror!Weirdly it showed -8C this morning (when it was actually around -2)
johnnyroper,"If you search in the giulietta section I suspect it’s very similar type of repair to that in terms of fitting the sensor. Taking mirror apart probably different though.If you want a thermistor that I know works fine pm me your address and I will post one, when I did mine I got a pack of 5 so have some spares."
shpuncik,"you can order new sensor, will have just to connect wires:Ambient Temperature Sensor Failure = Solution?Hi, I know this has been discussed int he past, but I have not found a solution to the problem, so maybe someone knows the answer or can steer me in the right direction. I have a 2018 Stelvio 2.0L and two days ago the A/C wouldn't cool propertly. I noticed that the ambient temp reading was 45F...www.stelvioforum.com"
Maximus84,"Thanks for the tips guys (and your offer@johnnyroper).Weirdly, this week it has been reading correct temps (within a couple of degrees at least).I'll sit on it for now, as I don't like the idea of having to take apart the wing mirror if I don't have to!"
kkpo84,"Hi All,I've recently become the owner of an Alfa Romeo Stelvio. Unfortunately I've just noticed that the little piece of rubber that sits in the front left / nearside / passenger inner door handle is missing (see pic below for reference).I've trawled the web and contacted the dealer I bought the car from but I've been unable to located the part number or find a replacement to buy!Would anyone here know?"
,
wictod,There's one in the US left side door..2017-2019 ALFA ROMEO STELVIO 2.0L FRONT LEFT DRIVER SIDE DOOR TRIM PANEL MAT OEM | eBayFind many great new & used options and get the best deals for 2017-2019 ALFA ROMEO STELVIO 2.0L FRONT LEFT DRIVER SIDE DOOR TRIM PANEL MAT OEM at the best online prices at eBay! Free delivery for many products.www.ebay.co.uk
kkpo84,"Ideal, thanks!"
wictod,wictod said:There's one in the US left side door..2017-2019 ALFA ROMEO STELVIO 2.0L FRONT LEFT DRIVER SIDE DOOR TRIM PANEL MAT OEM | eBayFind many great new & used options and get the best deals for 2017-2019 ALFA ROMEO STELVIO 2.0L FRONT LEFT DRIVER SIDE DOOR TRIM PANEL MAT OEM at the best online prices at eBay! Free delivery for many products.www.ebay.co.ukClick to expand...Alfa Romeo OE 6ME76LXHAAThat's the part number if the dealer is having problems
wictod,"Hi All,It's been one of those mornings, after getting blocked in i manage to open the door on a post and thought I'd chipped the door, after fortunately polishing out what was paint from the post I'm embarrassed to admit I then managed to reverse the car into my wall and have grazed the skid plate and need a touch up code to start the repair.. Anyone got a colour code for the grey skid plate on a Monte Carlo Blue Stelvio..Regards ****head from Essex"
,
wictod,"Scouring the internet for that part and the colour code it appears the silver one I have isn't available or only comes primed but there are some new ones that possibly match the latest trim.. two versions of Black, matt and gloss Miron finish in either standard or tow bar version... Might just get the Matt Black one and get the silver colour matched and repaired ...."
DaleC1964,"My Milan is Vulcano Black and I had the skid plate colour-matched to the bodywork from new. In my opinion, is looks much better than the original satin silver."
wictod,"DaleC1964.. yeah I agree, absolutely 100% on the black car, figure I'll need the black grill as well if I go down that road.. I'll probably keep the silver bits for resale.. didn't want to start blinging up the car really but these items do make the car look better, especially from the rear.."
cue2,"The silver part always strikes me as being too narrow as a feature. I’m trying to resist getting involved in changing wheels or silver bits. As it is the Speciale suits the internal boot rails and bike attachments better than a blacked out set of window surrounds , skid plates etc."
sb1957,Like it with the red as well!
cue2,Has anybody replaced their skid plate with another such as the diffuser type from the Veloce Ti?
nannini,"I replace my standard Veloce one with the new Ti version,looks a lot better"
cue2,Did you just remove the torx screws then unclip round the original? No damage?The bodyshop wants two hours to remove the bumper to change it over.
Deman77,I was messing around my bumper with exhaust openings and the amount of pain I went through trying to reach via wheel arches was insane. If it turns out the skid plate is removable I am the biggest muppet ever.
wictod,Where did you get this skidplate... have only seen the standard shape (tow bar and non tow bar) versions at Partsworld.. Still considering swapping my scratched one out.. Defo an improvement in looks. I never did find the paint code for a respray either..
cue2,"Rear Skid Plate, Dark Miron Alfa Romeo Stelvio 156158475 – Partsworld-UKThis is a genuine Alfa Romeo rear bumper skid plate in dark Miron as fitted to the following: Alfa Romeo Stelvio Veloce Ti 156158475 Rear Skid Plate, Dark Miron Alfa Romeo Stelvio 156158475www.partsworld-uk.com"
wictod,Thanks Cue... There's some nice pictures of the part fitted in place of a standard skid plate further down that page
Muz,Not OEM but quite nice imoRear Diffuser Alfa Romeo Stelvio (2016-2020) - Maxton Design UKwww.maxtondesign.co.uk
Deman77,"Nice other bits there. The spoiler cap might be a nice look but their pictures are all on black car and with terrible lighting, not really selling it."
cue2,Richard Grant lives!
W1NST,"Hi Chaps, has anyone ever fitted one of these Veloce style skid plates with a removable tow bar and adapted / cut out parts of it to make it work please?"
martin10500,I covered the skid plate with Avery Carwrap foil Gloss Metallic Dark Blue.this corresponds to monte carlo blue
Andy1671,My silver one was damaged by a careless numpty in traffic silly prices to remove it and repaintmanaged to get Miron one off fleabay looks so much better in a darker colour against the monte carlo blue
Jambo,"Hi,About a month or so ago there was an OTA download to my headunit.I watched this complete nervously as this was the first OTA download I had noticed on this car.However, since the update, the handsfree tailgate system has not worked, not matter how much i waggle my leg under the rear bumper.Now it may be completely conincidence and unrelated to the OTA update, but i wondered if anyone had noticed the same?I've looked under the bumper and can't see much there that looks like a sensor for the tailgate to open/close.Does anyone have any further detail of where i should be looking in case this is a simple connection issue? (There are no reported errors on the car)Thanks"
,
Navlet,"Just a thought. If your battery is low the electric tailgate may be disabled to conserve the battery, this used to happen on my wifes Evoque."
joephoto,Did you go into the settings and check that the hands-free lift gate function is enabled? Sometimes updates will inadvertently change a setting.
shpuncik,OTA updates are only for connect/telematic box - they don't touch anything else. as joephoto suggested check settings in infotaiment if it ain't disabled. otherwise there could be error in system and you'll have to read errors with diagnostic.
Jambo,Thanks - yes the car is plugged in on lifesupport most of the time currently (on trickle charge)
Jambo,"thanks - yes have checked the settings and it's still enabled correctly, disabled and enabled again for good measure"
Jambo,thanks - its under warranty still for another 18 months or so... i'm just trying to avoid a trip to the dealer if possible as the car tends to gain more issues or even damage each time it visits
cue2,"I can verify that the tailgate will open even if the battery is about to run out. During the lockdowns my car was sitting unused for several weeks and when I went back to it I made the mistake of using the last bit of charge to open the boot, not leaving enough to then start the engine. A helpful Alfa roadside assistance man arrived quickly and resolved it."
TheGrimJeeper,That is not the case.
Andy1671,Hi FolksI have just noticed that my exhaust pipes look to be at different lengthsnot the chrome tips in the bumper but the actual pipes that can be seen insideThe drivers side is quite far back in the tip but the other side is a fair bit further forwardis this a normal thing that anybody else has seen before I take it to a national/kwikfit type place to be given a thorough looking at2018 Stelvio Milano petrolTIAAndy
,
Pandra,"They should be fairly even, give or take a few mil.The back box runs parallel across the rear with the pipes exiting each end. Take a look and get your hand up underneath and feel if there is anything obviously wrong before you take it to KwikFit and get your pants pulled down."
Isotope,"Hi I have a Stelvio Veloce and I've managed to get to 21000 miles on all four tyres from new, another 1500 miles and the rears will be done. They are factory fitted Michelin Lattitudes, has anyone tried Pirelli Scorpion Verde's? They are about £40 a corner cheaper than the Michelins at the moment? Have any of you tried anything else that works well? I have had good experiences with Continental tyres on lesser cars but don't want to lose the handling and feel of the car with the wrong tyre choice. Please don't start bashing me for the wrong car choice having had a Giulia before!!"
,
TheGrimJeeper,"I had them on the Evoque. Good SUV tyre, but not 3PMSF rated."
Isotope,"Thanks for the prompt reply, Pirellis right? what's 3PMSF mean?"
Isotope,mud and snow something?
Isotope,Just Googled it and every day is a schoolday!! 3 peaks mud and snow flake!
TheGrimJeeper,"3PMSF (3 Peak-Mountain, Snow-Flake) means rated and legally accepted as ""winter"" use tyres.M+S (Which the Scorpion Verdes are) just mean they have a mud and snow tread pattern but haven't gone through homologation."
Isotope,"Thanks for the info, I know most people in the UK get away with Summer tyres most of the time , but it would be nice to have a durable all season tyre for the winters we have?"
TheGrimJeeper,I've used them to go skiing. They were ok. Others were chaining up. Evoque just carried on climbing. They just don't meet French rules as of November this year.
Isotope,Are you based in France then?
TheGrimJeeper,Yup.
Isotope,"We were hoping to move to the Charente but the pandemic and Brexit meant we couldn't get the move done in time, I guess you got there long before all that mularky??"
TheGrimJeeper,Indeed. It's way more difficult to get residency now. (Compared to just arriving.) But still very possible.
eastsoutheast159,"The Stelio is a great SUV, I also went from a Giulia to a Stelio. I had to replace a pair after 13000 miles and stuck with the Michelin. My Range Rover came with quite worn Michelins fitted and I just fitted 4 Scorpion Verde’s and have no regrets. From my experience with Pirelli you won’t get the same mileage out of them as you did with the Michelins. My son is an Alfa nut also and had a string of Giulias and swapped between Michelin and Pirell, he was always happier with the Pirelli."
wictod,"My 280 Specialie came fitted with the Pirelli Scorpion from new, they were on their last legs at 25k and were swapped for Michelin Pilot Sport 4 SUV which have done a further 20k with no issues. What I didn't like about the Pirellis was for the last 10k before swapping them out they felt like they weren't gripping in the wet when traversing the white lines between lanes.. I'm about due for another set myself and think I'll stick with the Michelins. Maybe I exceeded the operational effectiveness of the Pirellis + 15k mark?"
Mash1138,"My Milano done just under 17,000 miles, still got 5mm on the Michelins ..."
TheGrimJeeper,Warn AS vs new budget AS test:
pocholin,"My own personal experience with the Scorpion verde is horrible in the snow. My 2017 Volvo V90 (in the US) came with all season Scorpion Verdes, I drove twice on the snow, they had almost no traction. It was scary to the point that, for the first time in my life (in 35 years of driving), I decided to invest on snow tires. They're okay in the other three season, just nothing memorable. I'd go with the Michellins...or the Continentals, which are also great tires."
TheGrimJeeper,"The Scorpion Verde are not a 3pmsf snow rated tyre even though sold as all-season.All the new range of All-Season Pirellis, that are actually snow rated, have ""SF"" in their name. For SnowFlake.If it's only M+S then beware of this for any tyre. Especially older stock."
LandDownUnder,"Hi Isotope. I'm on my second Stelvio, and each one of them came with the Michelin Latitudes (255/45/20). On my 2018 Ti I swapped them at the end of their lives for Pilot Sport 4 SUVs and couldn't have been happier; transformed the handling and surprisingly the ride too. Now with my 2021 Veloce I've again swapped the Latitudes for Pilot Sports because I wasn't enjoying the drive on the Latitudes. The grip on the Pilot Sports is far superior, as is the handling, wet and dry, by a country mile. I'm in Australia, so I don't have to worry about all season tyres."
Nick A,"I have a 2018 Stelvio 2.2 Diesel which is currently behaving like a pretty brick. 3 weeks ago I switched on the engine- only for a mass of warning lights (brakes, engine, esc, transmission) to come on and no response from the gearstick. The AA came out- diagnosed a comms problem (as there were no actual errors with the individual systems). They then messed me around with relaying it and ended up using another company.In the meantime, the soonest I could get a diagnosis done at a dealership was 10th Feb- the relay company are currently charging me £20 + VAT storage per day. From reading various forums including this one it sounds like swapping out the battery might be a good idea to see if the electrics sort themselves out and as it is the original battery there's probably nothing to lose in giving it a go.The problem is that nobody wants to tell me what the right battery is (including alfa)- ideally I'd like to put an AGM 95ah battery in- so far so good but the dealer says that there's an 80ah battery currently in my car- if i check Halfords with my car reg they say that an AGM 115 is right for my car and is 80ah. I am honestly stuck- can anybody help?Thanks"
,
jwq,"Nick A said:I have a 2018 Stelvio 2.2 Diesel which is currently behaving like a pretty brick. 3 weeks ago I switched on the engine- only for a mass of warning lights (brakes, engine, esc, transmission) to come on and no response from the gearstick. The AA came out- diagnosed a comms problem (as there were no actual errors with the individual systems). They then messed me around with relaying it and ended up using another company.In the meantime, the soonest I could get a diagnosis done at a dealership was 10th Feb- the relay company are currently charging me £20 + VAT storage per day. From reading various forums including this one it sounds like swapping out the battery might be a good idea to see if the electrics sort themselves out and as it is the original battery there's probably nothing to lose in giving it a go.The problem is that nobody wants to tell me what the right battery is (including alfa)- ideally I'd like to put an AGM 95ah battery in- so far so good but the dealer says that there's an 80ah battery currently in my car- if i check Halfords with my car reg they say that an AGM 115 is right for my car and is 80ah. I am honestly stuck- can anybody help?ThanksClick to expand...Actually sounds like a bad/discharged battery.For type, see atached pdf. Standard is EFB, but you're better of getting the equivalent AGM.Both 80 Ah and 95 Ah workexample Varta :varta batteries"
wictod,This the battery I'm going for next as my EFB is starting to go downhill..See this post from Stelvio Forum with UK ownerBattery upgradeHi Had to change the 3 year old battery so thought I’d post the upgrade on the OEM in case its of interest to anyone. Old battery is the Alfa / Varta 505332674 HD 12v 80Ahr 680A (EN2) RC133 min New Battery is the Varta G14 595901085 D85 2. 12v 95Ahr 850A (EN) The new block is slightly...www.stelvioforum.comcheers
Nick A,Thanks both- I went for the G14 in the end and it is being delivered tomorrow- hopefully it brings the monster back to life and I can drive it away from the nasty pound
jwq,"Don't forget the reset procedure from the manual after replacing battery:IMPORTANT If the battery wasdisconnected, do not start the engineimmediately after reconnecting theterminals, but press the start button,without operating the pedals, to turn onthe instrument panel and then start theengine. The symbol on the instrumentpanel will remain on, indicating that thesteering must be initialised. To do this,turn the steering wheel from one end tothe other and bring it back to the centreposition within 30 seconds from startingthe engine. If any red warning lights onthe instrument panel remain lit, stop theengine, wait for at least 5 seconds andrepeat the starting procedure describedabove."
cue2,"Front suspension - Alfa Romeo patented structures and solutionsThe aims that have guided the suspension design phases have maximised handling and comfort performance, creating an unmistakable, unforgettable steering feeling, preventing steering wheel reactions caused by the engine torque on the Q4 versions. Achieving these objectives meant selecting a double wishbone suspension with a semi-virtual steering axis instead of a McPherson; in fact this archetype ensures more suspension angle controllability, which is needed to better take advantage of the tyre characteristics and thus ensure maximum road grip. The Alfa Romeo Giulia and Stelvio double wishbone suspension with a semi-virtual steering axis consists of:The unique feature of the front suspension is in the fact that there are two separate lower levers, hinged to the strut differently: this double lower link (Alfa Romeo patent) performs a ""scissors"" movement that keeps the linear steering feeling in all conditions. Results like these simply cannot be achieved with a conventional suspension with a single lower linkALFATM LINK PATENTED FRONT SUSPENSIONThis solution ensures full control of the longitudinal arm on the ground depending on the suspension direction, it optimises the steering speed and precision in all types of conditions, it guarantees the typical Alfa Romeo central driving feeling, and ensures a linearity of response to the upper limits that can be used in total safety. A high definition steering feeling that has no equal.This is shared with the Giulia and is a cause of the “skipping” on slow speed manoeuvres."
,
cue2,Here it is
Tjalle,"The oustanding handling is also due to very good rear suspension - and on QF - Torque Vectoring.Front suspension is a development of SLA - Short Long Arm -double wishbone, first introduced by MB and Honda in the eighties - and used today also on XC60/XC90"
exito0007,HI GUYS I HOPE YOUR ARE FINE I HAVE AN STELVIO 2018 I PUT ALL PIECES SUSPENSION ON LEFT SIDE AND STILL SOUND SOMETHING LOOSE MY MECHANIC SAID IS THE CROSS MEMBER ITS THAT POSSIBLE THAT THE CROSS MEMBER BROKE ON LET SIDE THERE IS A WELD ON THE LEFT SIDE ENGINE POINT PLEASE ANY ADVICE WILL BE HELPFULL THANKS
Isotope,I thought I saw that picture last week?
exito0007,I just change al pieces on left side and still making sound like aomething is loose
symon,The suspension design looks similar to that on a BMW 5 series.
cue2,"All the responses from Stelvio owners are saying “yes, that’s it. Great car.”"
,
TheGrimJeeper,🤭
Johnny Smithson,4000 miles so far in my new Veloce including Pyrenees trip earlier this month and I’m delighted with the car. Does all and more that I need. Just a bit too quick: already had a speeding ticket…!
